Sample	name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
F3M3	Bifidobacterium angulatum	1683	S	27	10	37	0.00087
F3M3	Bifidobacterium animalis	28025	S	22	4	26	0.00061
F3M3	Corynebacterium xerosis	1725	S	873	692	1565	0.03675
F3M3	Corynebacterium maris	575200	S	187	40	227	0.00533
F3M3	Corynebacterium stationis	1705	S	118	37	155	0.00364
F3M3	Corynebacterium casei	160386	S	76	264	340	0.00798
F3M3	Corynebacterium sp. LMM-1652	2487892	S	36	8	44	0.00103
F3M3	Corynebacterium provencense	1737425	S	41	9	50	0.00117
F3M3	Corynebacterium efficiens	152794	S	28	5	33	0.00077
F3M3	Corynebacterium glutamicum	1718	S	23	319	342	0.00803
F3M3	Corynebacterium camporealensis	161896	S	19	4	23	0.00054
F3M3	Corynebacterium marinum	349751	S	18	12	30	0.00070
F3M3	Corynebacterium jeikeium	38289	S	13	38	51	0.00120
F3M3	Corynebacterium humireducens	1223514	S	12	3	15	0.00035
F3M3	Corynebacterium nuruki	1032851	S	12	2	14	0.00033
F3M3	Corynebacterium variabile	1727	S	10	11	21	0.00049
F3M3	Rhodococcus rhodochrous	1829	S	135	215	350	0.00822
F3M3	Dietzia psychralcaliphila	139021	S	46	34	80	0.00188
F3M3	Dietzia sp. oral taxon 368	712270	S	25	51	76	0.00178
F3M3	Dietzia lutea	546160	S	30	44	74	0.00174
F3M3	Mycolicibacterium smegmatis	1772	S	18	20	38	0.00089
F3M3	Mycolicibacterium phlei	1771	S	16	23	39	0.00092
F3M3	Glutamicibacter arilaitensis	256701	S	310	353	663	0.01557
F3M3	Glutamicibacter nicotianae	37929	S	89	688	777	0.01825
F3M3	Glutamicibacter sp. ZJUTW	1155384	S	31	396	427	0.01003
F3M3	Glutamicibacter protophormiae	37930	S	24	46	70	0.00164
F3M3	Kocuria rosea	1275	S	11	6	17	0.00040
F3M3	Microbacterium sediminis	904291	S	17	134	151	0.00355
F3M3	Leucobacter muris	1935379	S	17	31	48	0.00113
F3M3	Brevibacterium aurantiacum	273384	S	126	198	324	0.00761
F3M3	Brevibacterium sp. YB235	1496080	S	19	37	56	0.00132
F3M3	Brevibacterium sp. CS2	2575923	S	11	9	20	0.00047
F3M3	Brachybacterium faecium	43669	S	11	28	39	0.00092
F3M3	Brachybacterium ginsengisoli	1331682	S	10	26	36	0.00085
F3M3	Brachybacterium avium	2017485	S	10	41	51	0.00120
F3M3	Janibacter indicus	857417	S	13	59	72	0.00169
F3M3	Janibacter limosus	53458	S	12	7	19	0.00045
F3M3	Ornithinimicrobium sp. H23M54	2594265	S	16	11	27	0.00063
F3M3	Thermobifida fusca	2021	S	668	111	779	0.01829
F3M3	Nocardiopsis alba	53437	S	13	2	15	0.00035
F3M3	Thermobispora bispora	2006	S	68	12	80	0.00188
F3M3	Thermomonospora curvata	2020	S	11	2	13	0.00031
F3M3	Micromonospora maris	1003110	S	137	86	223	0.00524
F3M3	Nocardioides aromaticivorans	200618	S	12	84	96	0.00225
F3M3	Brevilactibacter sp. MC1595	2819349	S	10	14	24	0.00056
F3M3	Saccharomonospora viridis	1852	S	57	10	67	0.00157
F3M3	Saccharomonospora glauca	40990	S	19	10	29	0.00068
F3M3	Trueperella pyogenes	1661	S	10	13	23	0.00054
F3M3	Olsenella umbonata	604330	S	11	17	28	0.00066
F3M3	Denitrobacterium detoxificans	79604	S	11	15	26	0.00061
F3M3	Sphaerobacter thermophilus	2057	S	20	0	20	0.00047
F3M3	Acinetobacter indicus	756892	S	1949	2155	4104	0.09638
F3M3	Acinetobacter sp. ACNIH1	1636603	S	16	76	92	0.00216
F3M3	Acinetobacter sp. YH12138	2601122	S	11	9	20	0.00047
F3M3	Acinetobacter sp. FDAARGOS_724	2545797	S	10	39	49	0.00115
F3M3	Acinetobacter variabilis	70346	S	80	275	355	0.00834
F3M3	Acinetobacter lwoffii	28090	S	69	256	325	0.00763
F3M3	Acinetobacter towneri	202956	S	34	155	189	0.00444
F3M3	Acinetobacter schindleri	108981	S	30	43	73	0.00171
F3M3	Acinetobacter johnsonii	40214	S	10	41	51	0.00120
F3M3	Psychrobacter sp. PRwf-1	349106	S	13	101	114	0.00268
F3M3	Pseudoxanthomonas suwonensis	314722	S	836	692	1528	0.03588
F3M3	Luteimonas sp. MC1750	2799326	S	28	43	71	0.00167
F3M3	Luteimonas sp. YGD11-2	2508168	S	18	42	60	0.00141
F3M3	Paracoccus kondratievae	135740	S	148	290	438	0.01029
F3M3	Paracoccus pantotrophus	82367	S	25	52	77	0.00181
F3M3	Paracoccus aminophilus	34003	S	10	14	24	0.00056
F3M3	Brucella intermedia	94625	S	87	171	258	0.00606
F3M3	Comamonas kerstersii	225992	S	310	173	483	0.01134
F3M3	Comamonas testosteroni	285	S	119	218	337	0.00791
F3M3	Schlegelella thermodepolymerans	215580	S	21	10	31	0.00073
F3M3	Advenella kashmirensis	310575	S	79	15	94	0.00221
F3M3	Alcaligenes faecalis	511	S	17	14	31	0.00073
F3M3	Oligella ureolytica	90244	S	12	12	24	0.00056
F3M3	Sphingobacterium daejeonense	371142	S	3066	485	3551	0.08339
F3M3	Sphingobacterium hotanense	649196	S	1423	189	1612	0.03786
F3M3	Sphingobacterium mizutaii	1010	S	51	3	54	0.00127
F3M3	Sphingobacterium sp. dk4302	2662364	S	19	4	23	0.00054
F3M3	Sphingobacterium thalpophilum	259	S	13	4	17	0.00040
F3M3	Empedobacter stercoris	1628248	S	133	74	207	0.00486
F3M3	Bacteroides coprosuis	151276	S	16	1	17	0.00040
F3M3	Bacteroides uniformis	820	S	12	106	118	0.00277
F3M3	Leadbetterella byssophila	316068	S	23	2	25	0.00059
F3M3	Methanobrevibacter millerae	230361	S	119	52	171	0.00402
F3M3	Methanobrevibacter sp. YE315	1609968	S	21	6	27	0.00063
F3M3	Methanobrevibacter ruminantium	83816	S	21	7	28	0.00066
F3M3	Methanosphaera sp. BMS	1789762	S	22	8	30	0.00070
F3D1	Petrimonas mucosa	1642646	S	3635	364	3999	0.27377
F3D1	Proteiniphilum saccharofermentans	1642647	S	107	33	140	0.00958
F3D1	Alloprevotella sp. E39	2133944	S	12	4	16	0.00110
F3D1	Alkalitalea saponilacus	889453	S	10	18	28	0.00192
F3D1	Sphingobacterium daejeonense	371142	S	40	58	98	0.00671
F3D1	Croceibacter atlanticus	313588	S	16	12	28	0.00192
F3D1	Candidatus Cloacimonas acidaminovorans	456827	S	14	0	14	0.00096
F3D1	Romboutsia ilealis	1115758	S	110	256	366	0.02506
F3D1	Romboutsia sp. CE17	2724150	S	29	66	95	0.00650
F3D1	Acetivibrio saccincola	1677857	S	49	147	196	0.01342
F3D1	Acetivibrio clariflavus	288965	S	16	48	64	0.00438
F3D1	Acetivibrio thermocellus	1515	S	13	112	125	0.00856
F3D1	Ruminiclostridium herbifermentans	2488810	S	20	15	35	0.00240
F3D1	Pseudoclostridium thermosuccinogenes	84032	S	16	13	29	0.00199
F3D1	Thermoclostridium stercorarium	1510	S	14	148	162	0.01109
F3D1	Ruminococcus sp. JE7A12	2564099	S	12	3	15	0.00103
F3D1	Herbinix luporum	1679721	S	122	339	461	0.03156
F3D1	Butyrivibrio fibrisolvens	831	S	10	6	16	0.00110
F3D1	Lacrimispora saccharolytica	84030	S	10	28	38	0.00260
F3D1	Clostridium bornimense	1216932	S	28	78	106	0.00726
F3D1	Dehalobacterium formicoaceticum	51515	S	21	13	34	0.00233
F3D1	Desulfotomaculum ruminis	1564	S	10	2	12	0.00082
F3D1	Syntrophomonas wolfei	863	S	21	3	24	0.00164
F3D1	Thermacetogenium phaeum	85874	S	10	30	40	0.00274
F3D1	Jeotgalibaca porci	1868793	S	186	311	497	0.03402
F3D1	Jeotgalibaca arthritidis	1868794	S	44	131	175	0.01198
F3D1	Bacillus circulans	1397	S	10	22	32	0.00219
F3D1	Bacillus oleronius	38875	S	10	42	52	0.00356
F3D1	Caldibacillus thermoamylovorans	35841	S	16	25	41	0.00281
F3D1	Paenibacillus sp. JZ16	1906272	S	13	17	30	0.00205
F3D1	Ureibacillus thermosphaericus	51173	S	29	58	87	0.00596
F3D1	Turicibacter sp. H121	1712675	S	83	245	328	0.02245
F3D1	Tissierellia sp. JN-28	2507161	S	46	45	91	0.00623
F3D1	Gudongella oleilytica	1582259	S	17	13	30	0.00205
F3D1	Schnuerera ultunensis	45497	S	11	4	15	0.00103
F3D1	Corynebacterium xerosis	1725	S	98	229	327	0.02239
F3D1	Corynebacterium stationis	1705	S	23	29	52	0.00356
F3D1	Rhodococcus rhodochrous	1829	S	50	75	125	0.00856
F3D1	Thermobifida fusca	2021	S	81	28	109	0.00746
F3D1	Micromonospora maris	1003110	S	16	13	29	0.00199
F3D1	Saccharomonospora viridis	1852	S	15	2	17	0.00116
F3D1	Brevefilum fermentans	1986204	S	584	6	590	0.04039
F3D1	Dehalococcoides mccartyi	61435	S	14	2	16	0.00110
F3D1	Acholeplasma hippikon	264636	S	14	5	19	0.00130
F3D1	Acholeplasma axanthum	29552	S	13	24	37	0.00253
F3D1	Syntrophus aciditrophicus	316277	S	852	257	1109	0.07592
F3D1	Syntrophotalea acetylenica	29542	S	20	12	32	0.00219
F3D1	Desulfobulbus oligotrophicus	1909699	S	15	78	93	0.00637
F3D1	Pseudoxanthomonas suwonensis	314722	S	14	76	90	0.00616
F3D1	Brucella intermedia	94625	S	14	50	64	0.00438
F3D1	Mesotoga infera	1236046	S	193	8	201	0.01376
F3D1	Mesotoga prima	1184387	S	20	1	21	0.00144
F3D1	Aminobacterium colombiense	81468	S	118	4	122	0.00835
F3D1	Methanosarcina flavescens	1715806	S	790	1175	1965	0.13452
F3D1	Methanosarcina barkeri	2208	S	267	83	350	0.02396
F3D1	Methanosarcina mazei	2209	S	144	51	195	0.01335
F3D1	Methanosarcina sp. WWM596	1434103	S	46	144	190	0.01301
F3D1	Methanosarcina sp. Kolksee	1434099	S	15	272	287	0.01965
F3D1	Methanosarcina thermophila	2210	S	90	707	797	0.05456
F3D1	Methanosarcina horonobensis	418008	S	27	7	34	0.00233
F3D1	Methanosarcina lacustris	170861	S	14	37	51	0.00349
F3D1	Methanosarcina siciliae	38027	S	13	10	23	0.00157
F3D1	Methanosarcina acetivorans	2214	S	12	11	23	0.00157
F3D1	Methanothrix soehngenii	2223	S	13	0	13	0.00089
F3D1	Methanoculleus bourgensis	83986	S	13	1	14	0.00096
F3D1	Methanoculleus marisnigri	2198	S	11	3	14	0.00096
F3D1	Homo sapiens	9606	S	24	23	47	0.00322
F2S1	Romboutsia ilealis	1115758	S	183	543	726	0.07584
F2S1	Romboutsia sp. CE17	2724150	S	32	91	123	0.01285
F2S1	Romboutsia hominis	1507512	S	17	37	54	0.00564
F2S1	Blautia producta	33035	S	54	55	109	0.01139
F2S1	Butyrivibrio fibrisolvens	831	S	24	27	51	0.00533
F2S1	Roseburia intestinalis	166486	S	11	113	124	0.01295
F2S1	Lacrimispora saccharolytica	84030	S	12	24	36	0.00376
F2S1	Ruminococcus sp. JE7A12	2564099	S	22	23	45	0.00470
F2S1	Oscillibacter valericigenes	351091	S	12	5	17	0.00178
F2S1	Aminipila sp. JN-18	2507160	S	25	12	37	0.00387
F2S1	Dehalobacterium formicoaceticum	51515	S	17	31	48	0.00501
F2S1	Bacillus circulans	1397	S	68	101	169	0.01765
F2S1	Bacillus oleronius	38875	S	19	31	50	0.00522
F2S1	Bacillus pumilus	1408	S	18	72	90	0.00940
F2S1	Bacillus licheniformis	1402	S	10	524	534	0.05578
F2S1	Bacillus glycinifermentans	1664069	S	10	18	28	0.00292
F2S1	Alkalihalobacillus clausii	79880	S	72	36	108	0.01128
F2S1	Caldibacillus thermoamylovorans	35841	S	57	84	141	0.01473
F2S1	Weizmannia coagulans	1398	S	41	48	89	0.00930
F2S1	Thermoactinomyces vulgaris	2026	S	25	14	39	0.00407
F2S1	Lactococcus raffinolactis	1366	S	29	59	88	0.00919
F2S1	Streptococcus equinus	1335	S	10	45	55	0.00575
F2S1	Jeotgalibaca porci	1868793	S	48	106	154	0.01609
F2S1	Jeotgalibaca arthritidis	1868794	S	15	52	67	0.00700
F2S1	Enterococcus avium	33945	S	40	105	145	0.01515
F2S1	Paucilactobacillus nenjiangensis	1296540	S	11	26	37	0.00387
F2S1	Aerococcus urinaeequi	51665	S	22	64	86	0.00898
F2S1	Turicibacter sp. H121	1712675	S	60	225	285	0.02977
F2S1	Erysipelothrix larvae	1514105	S	16	20	36	0.00376
F2S1	Schnuerera ultunensis	45497	S	17	7	24	0.00251
F2S1	Tissierellia sp. JN-28	2507161	S	13	16	29	0.00303
F2S1	Corynebacterium xerosis	1725	S	120	274	394	0.04116
F2S1	Corynebacterium stationis	1705	S	88	67	155	0.01619
F2S1	Corynebacterium maris	575200	S	28	9	37	0.00387
F2S1	Corynebacterium marinum	349751	S	17	20	37	0.00387
F2S1	Corynebacterium provencense	1737425	S	13	8	21	0.00219
F2S1	Corynebacterium nuruki	1032851	S	10	4	14	0.00146
F2S1	Bifidobacterium pseudolongum	1694	S	52	31	83	0.00867
F2S1	Bifidobacterium choerinum	35760	S	13	28	41	0.00428
F2S1	Thermobifida fusca	2021	S	37	11	48	0.00501
F2S1	Saccharomonospora viridis	1852	S	16	5	21	0.00219
F2S1	Olsenella umbonata	604330	S	40	61	101	0.01055
F2S1	Acholeplasma brassicae	61635	S	147	47	194	0.02027
F2S1	Acholeplasma axanthum	29552	S	54	116	170	0.01776
F2S1	Acholeplasma laidlawii	2148	S	24	3	27	0.00282
F2S1	Dehalococcoides mccartyi	61435	S	28	0	28	0.00292
F2S1	Petrimonas mucosa	1642646	S	602	134	736	0.07688
F2S1	Proteiniphilum saccharofermentans	1642647	S	72	71	143	0.01494
F2S1	Dysgonomonas sp. HDW5A	2714926	S	33	8	41	0.00428
F2S1	Bacteroides coprosuis	151276	S	95	93	188	0.01964
F2S1	Bacteroides fragilis	817	S	11	224	235	0.02455
F2S1	Bacteroides thetaiotaomicron	818	S	10	44	54	0.00564
F2S1	Phocaeicola dorei	357276	S	35	397	432	0.04513
F2S1	Porphyromonas gingivalis	837	S	15	35	50	0.00522
F2S1	Porphyromonas cangingivalis	36874	S	12	20	32	0.00334
F2S1	Alloprevotella sp. E39	2133944	S	15	11	26	0.00272
F2S1	Parabacteroides distasonis	823	S	12	191	203	0.02121
F2S1	Draconibacterium orientale	1168034	S	10	2	12	0.00125
F2S1	Xanthomonas translucens	343	S	49	153	202	0.02110
F2S1	Aliarcobacter cryaerophilus	28198	S	29	38	67	0.00700
F2S1	Desulfomicrobium baculatum	899	S	17	4	21	0.00219
F2S1	Sphaerochaeta globosa	1131703	S	215	68	283	0.02956
F2S1	Sphaerochaeta pleomorpha	1131707	S	115	96	211	0.02204
F2S1	Aminobacterium colombiense	81468	S	34	0	34	0.00355
F2S1	Methanosarcina mazei	2209	S	1178	181	1359	0.14196
F2S1	Methanocorpusculum labreanum	83984	S	59	2	61	0.00637
F2S1	Methanobrevibacter millerae	230361	S	31	30	61	0.00637
F2S1	Methanobrevibacter sp. YE315	1609968	S	18	12	30	0.00313
F2S1	Methanobrevibacter ruminantium	83816	S	10	9	19	0.00198
F2S1	Homo sapiens	9606	S	11	18	29	0.00303
F2S1	Bacteroides phage crAss001	2301731	S	14	0	14	0.00146
F3D2	Petrimonas mucosa	1642646	S	5024	384	5408	0.28582
F3D2	Proteiniphilum saccharofermentans	1642647	S	167	32	199	0.01052
F3D2	Bacteroides fragilis	817	S	13	61	74	0.00391
F3D2	Bacteroides coprosuis	151276	S	11	3	14	0.00074
F3D2	Barnesiella viscericola	397865	S	12	27	39	0.00206
F3D2	Draconibacterium orientale	1168034	S	21	5	26	0.00137
F3D2	Sphingobacterium daejeonense	371142	S	36	31	67	0.00354
F3D2	Sphingobacterium hotanense	649196	S	11	20	31	0.00164
F3D2	Croceibacter atlanticus	313588	S	25	11	36	0.00190
F3D2	Romboutsia ilealis	1115758	S	145	339	484	0.02558
F3D2	Romboutsia sp. CE17	2724150	S	18	42	60	0.00317
F3D2	Clostridioides difficile	1496	S	10	25	35	0.00185
F3D2	Acetivibrio saccincola	1677857	S	53	133	186	0.00983
F3D2	Acetivibrio clariflavus	288965	S	21	53	74	0.00391
F3D2	Acetivibrio thermocellus	1515	S	15	123	138	0.00729
F3D2	Ruminiclostridium herbifermentans	2488810	S	36	23	59	0.00312
F3D2	Pseudoclostridium thermosuccinogenes	84032	S	16	11	27	0.00143
F3D2	Thermoclostridium stercorarium	1510	S	15	130	145	0.00766
F3D2	Ruminococcus sp. JE7A12	2564099	S	13	3	16	0.00085
F3D2	Herbinix luporum	1679721	S	172	413	585	0.03092
F3D2	Butyrivibrio fibrisolvens	831	S	21	13	34	0.00180
F3D2	Lacrimispora saccharolytica	84030	S	20	54	74	0.00391
F3D2	Blautia producta	33035	S	12	5	17	0.00090
F3D2	Clostridium bornimense	1216932	S	28	54	82	0.00433
F3D2	Clostridium kluyveri	1534	S	15	7	22	0.00116
F3D2	Clostridium perfringens	1502	S	12	23	35	0.00185
F3D2	Desulfotomaculum ruminis	1564	S	16	2	18	0.00095
F3D2	Dehalobacterium formicoaceticum	51515	S	11	8	19	0.00100
F3D2	Thermoanaerosceptrum fracticalcis	1712410	S	10	4	14	0.00074
F3D2	Syntrophomonas wolfei	863	S	37	6	43	0.00227
F3D2	Symbiobacterium thermophilum	2734	S	13	0	13	0.00069
F3D2	Bacillus circulans	1397	S	25	112	137	0.00724
F3D2	Bacillus oleronius	38875	S	11	125	136	0.00719
F3D2	Alkalihalobacillus clausii	79880	S	81	37	118	0.00624
F3D2	Caldibacillus thermoamylovorans	35841	S	22	37	59	0.00312
F3D2	Weizmannia coagulans	1398	S	15	46	61	0.00322
F3D2	Ureibacillus thermosphaericus	51173	S	75	140	215	0.01136
F3D2	Paenibacillus sp. JZ16	1906272	S	15	21	36	0.00190
F3D2	Paenibacillus ihbetae	1870820	S	11	7	18	0.00095
F3D2	Thermobacillus composti	377615	S	37	7	44	0.00233
F3D2	Thermoactinomyces vulgaris	2026	S	14	5	19	0.00100
F3D2	Jeotgalibaca porci	1868793	S	140	209	349	0.01845
F3D2	Jeotgalibaca arthritidis	1868794	S	52	131	183	0.00967
F3D2	Turicibacter sp. H121	1712675	S	125	330	455	0.02405
F3D2	Tissierellia sp. JN-28	2507161	S	39	34	73	0.00386
F3D2	Gudongella oleilytica	1582259	S	17	11	28	0.00148
F3D2	Schnuerera ultunensis	45497	S	11	4	15	0.00079
F3D2	Corynebacterium xerosis	1725	S	179	333	512	0.02706
F3D2	Corynebacterium stationis	1705	S	30	26	56	0.00296
F3D2	Corynebacterium nuruki	1032851	S	15	6	21	0.00111
F3D2	Rhodococcus rhodochrous	1829	S	86	127	213	0.01126
F3D2	Mycolicibacterium smegmatis	1772	S	25	15	40	0.00211
F3D2	Mycolicibacterium phlei	1771	S	11	9	20	0.00106
F3D2	Dietzia sp. oral taxon 368	712270	S	12	20	32	0.00169
F3D2	Thermobifida fusca	2021	S	273	76	349	0.01845
F3D2	Thermobispora bispora	2006	S	57	16	73	0.00386
F3D2	Micromonospora maris	1003110	S	78	46	124	0.00655
F3D2	Saccharomonospora viridis	1852	S	65	13	78	0.00412
F3D2	Bifidobacterium pseudolongum	1694	S	15	12	27	0.00143
F3D2	Brevefilum fermentans	1986204	S	408	3	411	0.02172
F3D2	Dehalococcoides mccartyi	61435	S	11	3	14	0.00074
F3D2	Sphaerobacter thermophilus	2057	S	11	0	11	0.00058
F3D2	Syntrophus aciditrophicus	316277	S	364	78	442	0.02336
F3D2	Desulfobulbus oligotrophicus	1909699	S	14	41	55	0.00291
F3D2	Syntrophotalea acetylenica	29542	S	10	3	13	0.00069
F3D2	Brucella intermedia	94625	S	22	41	63	0.00333
F3D2	Paracoccus kondratievae	135740	S	23	44	67	0.00354
F3D2	Acinetobacter indicus	756892	S	16	150	166	0.00877
F3D2	Pseudoxanthomonas suwonensis	314722	S	10	20	30	0.00159
F3D2	Mesotoga infera	1236046	S	236	21	257	0.01358
F3D2	Mesotoga prima	1184387	S	13	1	14	0.00074
F3D2	Aminobacterium colombiense	81468	S	250	3	253	0.01337
F3D2	Sphaerochaeta pleomorpha	1131707	S	10	4	14	0.00074
F3D2	Methanosarcina flavescens	1715806	S	1093	1449	2542	0.13435
F3D2	Methanosarcina barkeri	2208	S	380	94	474	0.02505
F3D2	Methanosarcina mazei	2209	S	197	76	273	0.01443
F3D2	Methanosarcina thermophila	2210	S	121	949	1070	0.05655
F3D2	Methanosarcina sp. WWM596	1434103	S	51	146	197	0.01041
F3D2	Methanosarcina sp. Kolksee	1434099	S	23	372	395	0.02088
F3D2	Methanosarcina sp. MTP4	1434100	S	11	1	12	0.00063
F3D2	Methanosarcina siciliae	38027	S	41	40	81	0.00428
F3D2	Methanosarcina horonobensis	418008	S	29	7	36	0.00190
F3D2	Methanosarcina acetivorans	2214	S	16	13	29	0.00153
F3D2	Methanosarcina vacuolata	2215	S	14	228	242	0.01279
F3D2	Methanosarcina lacustris	170861	S	13	53	66	0.00349
F3D2	Methanoculleus bourgensis	83986	S	18	8	26	0.00137
F3D2	Methanobrevibacter millerae	230361	S	12	17	29	0.00153
F3D2	Homo sapiens	9606	S	18	17	35	0.00185
F2S2	Lactococcus raffinolactis	1366	S	151	220	371	0.02979
F2S2	Lactococcus lactis	1358	S	35	139	174	0.01397
F2S2	Lactococcus cremoris	1359	S	15	66	81	0.00650
F2S2	Streptococcus parauberis	1348	S	28	92	120	0.00963
F2S2	Jeotgalibaca porci	1868793	S	243	439	682	0.05476
F2S2	Jeotgalibaca arthritidis	1868794	S	27	88	115	0.00923
F2S2	Paucilactobacillus nenjiangensis	1296540	S	48	65	113	0.00907
F2S2	Lacticaseibacillus paracasei	1597	S	14	51	65	0.00522
F2S2	Lentilactobacillus buchneri	1581	S	20	10	30	0.00241
F2S2	Ligilactobacillus ruminis	1623	S	12	10	22	0.00177
F2S2	Aerococcus urinaeequi	51665	S	85	219	304	0.02441
F2S2	Enterococcus avium	33945	S	19	45	64	0.00514
F2S2	Bacillus circulans	1397	S	34	46	80	0.00642
F2S2	Bacillus paralicheniformis	1648923	S	18	230	248	0.01991
F2S2	Alkalihalobacillus clausii	79880	S	57	26	83	0.00666
F2S2	Caldibacillus thermoamylovorans	35841	S	24	36	60	0.00482
F2S2	Jeotgalicoccus saudimassiliensis	1461582	S	37	13	50	0.00401
F2S2	Thermoactinomyces vulgaris	2026	S	19	9	28	0.00225
F2S2	Romboutsia ilealis	1115758	S	100	261	361	0.02898
F2S2	Romboutsia sp. CE17	2724150	S	21	51	72	0.00578
F2S2	Blautia producta	33035	S	44	63	107	0.00859
F2S2	Butyrivibrio fibrisolvens	831	S	12	20	32	0.00257
F2S2	Herbinix luporum	1679721	S	13	87	100	0.00803
F2S2	Lacrimispora saccharolytica	84030	S	10	20	30	0.00241
F2S2	Ruminococcus sp. JE7A12	2564099	S	19	15	34	0.00273
F2S2	Oscillibacter valericigenes	351091	S	10	3	13	0.00104
F2S2	Aminipila sp. JN-18	2507160	S	26	13	39	0.00313
F2S2	Dehalobacterium formicoaceticum	51515	S	14	24	38	0.00305
F2S2	Turicibacter sp. H121	1712675	S	26	83	109	0.00875
F2S2	Schnuerera ultunensis	45497	S	24	10	34	0.00273
F2S2	Tissierellia sp. JN-28	2507161	S	13	14	27	0.00217
F2S2	Corynebacterium xerosis	1725	S	120	266	386	0.03099
F2S2	Corynebacterium maris	575200	S	52	24	76	0.00610
F2S2	Corynebacterium efficiens	152794	S	44	24	68	0.00546
F2S2	Corynebacterium stationis	1705	S	38	45	83	0.00666
F2S2	Corynebacterium marinum	349751	S	12	21	33	0.00265
F2S2	Bifidobacterium pseudolongum	1694	S	112	58	170	0.01365
F2S2	Bifidobacterium choerinum	35760	S	24	48	72	0.00578
F2S2	Saccharomonospora viridis	1852	S	11	6	17	0.00136
F2S2	Olsenella umbonata	604330	S	21	33	54	0.00434
F2S2	Acholeplasma axanthum	29552	S	78	139	217	0.01742
F2S2	Acholeplasma brassicae	61635	S	53	20	73	0.00586
F2S2	Acholeplasma laidlawii	2148	S	45	10	55	0.00442
F2S2	Dehalococcoides mccartyi	61435	S	18	0	18	0.00145
F2S2	Acinetobacter lwoffii	28090	S	31	572	603	0.04841
F2S2	Pseudomonas sp. C27(2019)	2604941	S	68	131	199	0.01598
F2S2	Xanthomonas translucens	343	S	61	128	189	0.01517
F2S2	Rheinheimera sp. D18	2545632	S	39	216	255	0.02047
F2S2	Methylocaldum marinum	1432792	S	25	9	34	0.00273
F2S2	Aliarcobacter skirrowii	28200	S	161	152	313	0.02513
F2S2	Aliarcobacter cryaerophilus	28198	S	25	25	50	0.00401
F2S2	Desulfococcus multivorans	897	S	14	7	21	0.00169
F2S2	Petrimonas mucosa	1642646	S	239	51	290	0.02328
F2S2	Proteiniphilum saccharofermentans	1642647	S	49	49	98	0.00787
F2S2	Bacteroides coprosuis	151276	S	116	117	233	0.01871
F2S2	Bacteroides fragilis	817	S	12	270	282	0.02264
F2S2	Phocaeicola dorei	357276	S	22	339	361	0.02898
F2S2	Alloprevotella sp. E39	2133944	S	10	8	18	0.00145
F2S2	Porphyromonas cangingivalis	36874	S	12	23	35	0.00281
F2S2	Porphyromonas gingivalis	837	S	10	33	43	0.00345
F2S2	Empedobacter stercoris	1628248	S	12	68	80	0.00642
F2S2	Sphaerochaeta globosa	1131703	S	121	54	175	0.01405
F2S2	Sphaerochaeta pleomorpha	1131707	S	61	52	113	0.00907
F2S2	Aminobacterium colombiense	81468	S	24	0	24	0.00193
F2S2	Methanosarcina mazei	2209	S	3093	400	3493	0.28045
F2S2	Methanocorpusculum labreanum	83984	S	220	9	229	0.01839
F2S2	Methanoculleus bourgensis	83986	S	17	4	21	0.00169
F2S2	Methanobrevibacter millerae	230361	S	173	32	205	0.01646
F2S2	Homo sapiens	9606	S	34	18	52	0.00418
F3L1	Jeotgalibaca porci	1868793	S	1241	1100	2341	0.16462
F3L1	Jeotgalibaca arthritidis	1868794	S	182	490	672	0.04725
F3L1	Jeotgalibaca sp. PTS2502	1903686	S	38	92	130	0.00914
F3L1	Jeotgalibaca dankookensis	708126	S	18	4	22	0.00155
F3L1	Jeotgalibaca ciconiae	2496265	S	12	6	18	0.00127
F3L1	Carnobacterium maltaromaticum	2751	S	23	8	31	0.00218
F3L1	Aerococcus urinaeequi	51665	S	167	230	397	0.02792
F3L1	Aerococcus viridans	1377	S	13	23	36	0.00253
F3L1	Streptococcus equinus	1335	S	31	76	107	0.00752
F3L1	Lactococcus raffinolactis	1366	S	14	10	24	0.00169
F3L1	Lactococcus garvieae	1363	S	13	33	46	0.00323
F3L1	Enterococcus faecalis	1351	S	33	65	98	0.00689
F3L1	Enterococcus faecium	1352	S	32	309	341	0.02398
F3L1	Enterococcus hirae	1354	S	14	18	32	0.00225
F3L1	Tetragenococcus halophilus	51669	S	11	5	16	0.00113
F3L1	Lactobacillus amylovorus	1604	S	15	20	35	0.00246
F3L1	Lactobacillus crispatus	47770	S	11	7	18	0.00127
F3L1	Ligilactobacillus ruminis	1623	S	26	12	38	0.00267
F3L1	Limosilactobacillus mucosae	97478	S	10	7	17	0.00120
F3L1	Bacillus paralicheniformis	1648923	S	12	24	36	0.00253
F3L1	Bacillus licheniformis	1402	S	10	418	428	0.03010
F3L1	Bacillus pumilus	1408	S	18	47	65	0.00457
F3L1	Bacillus oleronius	38875	S	15	10	25	0.00176
F3L1	Bacillus circulans	1397	S	15	9	24	0.00169
F3L1	Alkalihalobacillus clausii	79880	S	123	26	149	0.01048
F3L1	Caldibacillus thermoamylovorans	35841	S	98	79	177	0.01245
F3L1	Weizmannia coagulans	1398	S	17	9	26	0.00183
